YORF	NAME	PROCESS	FUNCTION	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
YOR085W	OST3	protein_glycosylation_	dolichyl-diphosphooligosaccharide-protein_glycosyltransferase_	None	None	-0.0091	-0.00577	-0.01216	-0.02383	-0.00301	0.00104	0.00695	0.0105	0.02026	-0.00243	0.00833	0.00219	0.0016	-0.00425	0.01597	0.01732	-0.0014	-0.00336
YOR087W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00861	-0.00723	-0.00891	-0.00213	-0.01291	0.00021	-0.00439	0.00623	0.01504	-0.0006	0.00384	-0.00984	0.02319	0.01346	0.01098	0.00885	0.00461	-0.01156
YOR088W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00896	-0.00901	-0.01224	-0.00048	0.00447	0.00769	-0.00926	0.00439	0.00269	-0.0029	0.01199	0.00196	0.00954	0.01156	0.01091	-0.00041	0.00157	-0.00813
YOR089C	VPS21	endocytosis_	molecular_function_unknown_	None	None	-0.01091	-0.00744	-0.00958	-0.00078	-0.0248	0.00527	-0.00185	0.02582	0.0195	-0.00669	0.01284	-0.00274	0.01845	0.01409	0.00134	0.0105	0.00292	-0.00462
YOR090C	PTC5	biological_process_unknown_	protein_phosphatase_type_2C_	None	None	-0.01038	-0.01082	-0.00917	0.00171	0.00236	0.00611	-0.00356	-0.0094	0.00322	0.00016	0.00289	0.00216	0.00963	0.00664	-0.00816	0.00195	-0.00282	-0.00548
YOR091W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0137	-0.01342	-0.01025	0.00184	-0.02976	-0.0109	-0.00336	0.01743	0.00201	-0.00591	-0.00206	-0.00603	0.01729	0.00313	-0.00038	0.01466	0.01348	0.00919
YOR092W	ECM3	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01118	-0.00847	-0.0096	-0.01396	0.0124	0.01183	-0.00452	-0.01019	-0.00346	0.00282	0.00856	0.01839	-0.00321	0.00554	0.0123	0.00213	0.00498	0.00014
YOR099W	KTR1	O-linked_glycosylation*_	"alpha-1,2-mannosyltransferase_"	None	None	-0.00618	-0.00472	0.00191	-0.02603	-0.00971	0.00592	0.017	0.00688	0.02128	-0.01269	-0.01713	-0.0021	0.00449	-0.00692	0.00983	-0.00362	-0.01229	-0.00219
YOR106W	VAM3	non-selective_vesicle_fusion*_	t-SNARE_	None	None	-0.01161	-0.00893	-0.00878	0.00231	-0.00333	0.00684	-0.01347	0.00003	-0.01931	-0.00929	0.00415	0.01669	0.01396	0.01373	-0.00356	0.00961	0.00755	-0.00698
YOR108W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01139	-0.00523	-0.00971	-0.01787	0.00483	0.0084	-0.00054	-0.01411	-0.00638	-0.00601	0.00729	0.01266	0.0003	0.00938	-0.00839	-0.00281	0.00573	-0.01019
YOR109W	INP53	biological_process_unknown_	"inositol-1,4,5-triphosphate_5-phosphatase_"	None	None	-0.01013	-0.00588	-0.01157	-0.02644	0.0117	0.00233	0.01882	0.00127	-0.0023	-0.00549	-0.01366	0.00004	0.02372	0.0158	-0.00751	0.03239	0.01706	-0.00456
YOR110W	TFC7	transcription_initiation_from_Pol_III_promoter_	RNA_polymerase_III_transcription_factor_	None	None	-0.01173	-0.01103	-0.00911	-0.01401	-0.00352	0.01425	-0.0099	0.01146	-0.01386	0.00968	0.00477	0.0056	0.00328	0.00733	-0.01093	-0.01403	0.00912	0.00588
YOR111W	None	biological_process_unknown_	molecular_function_unknown*_	None	None	-0.01075	-0.00784	0.00077	-0.00839	0.00791	0.00553	-0.02749	-0.01115	0.00011	-0.00363	-0.02295	0.00556	0.01753	0.02416	-0.0059	0.0047	0.00654	-0.01369
YOR112W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00781	-0.0066	-0.00731	-0.00964	0.00648	0.00157	-0.01254	-0.01472	0.0099	-0.02149	0.0051	-0.00754	0.01916	0.01148	-0.00637	0.00302	0.00969	-0.01641
YOR114W	None	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.00995	-0.00879	-0.0011	-0.00475	-0.02061	0.01371	-0.02969	0.0105	0.00613	-0.03125	0.00277	0.00476	0.02848	0.022	-0.0171	0.02095	0.00605	-0.01036
YOR116C	RPO31	transcription_from_Pol_III_promoter_	DNA-directed_RNA_polymerase_III_	None	None	-0.01249	-0.01066	-0.00006	-0.01083	-0.02699	-0.01249	0.02541	0.01359	-0.00565	0.01201	-0.00459	0.00402	0.02021	-0.01249	-0.01041	0.01188	0.02031	0.00747
YOR117W	RPT5	ubiquitin-dependent_protein_degradation_	adenosinetriphosphatase*_	None	None	-0.00898	-0.00488	-0.01217	-0.00758	0.01078	-0.00312	-0.00442	0.00573	-0.00061	-0.00275	-0.03216	-0.00401	0.0168	0.02096	0.00181	-0.00466	0.01319	-0.01496
YOR122C	PFY1	osmotic_response*_	actin_monomer_binding_	None	None	-0.01288	-0.01418	0.00753	-0.00063	-0.0017	0.01385	0.00314	0.00083	0.00311	-0.00152	-0.00148	0.00242	-0.01185	0.00028	0.00875	0.0053	0.00146	0.02362
YOR124C	UBP2	deubiquitylation_	ubiquitin-specific_protease_	None	None	-0.01238	-0.00853	-0.00211	-0.009	-0.00598	0.00463	-0.00956	0.00603	-0.00061	0.00857	0.00123	0.00469	0.00879	0.01307	-0.00988	-0.0052	0.00952	0.00012
YOR128C	ADE2	biological_process_unknown_	phosphoribosylaminoimidazole_carboxylase_	None	None	0.001	-0.02445	-0.00108	0.03905	0.02818	0.07225	0.02186	0.0028	0.01184	0.02951	0.04199	-0.01944	-0.03546	0.01828	0.0128	-0.02453	0.00773	0.0035
YOR132W	VPS17	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01114	-0.00961	-0.0026	-0.00359	0.00957	0.01205	-0.02012	0.00178	0.00696	-0.00034	0.00042	0.00793	0.0115	0.00579	-0.01855	0.01016	0.00086	-0.01156
YOR133W	EFT1	protein_synthesis_elongation_	translation_elongation_factor_	None	None	-0.01172	-0.00692	0.00866	-0.02258	0.02191	-0.01775	0.04286	-0.01307	0.00649	0.01007	-0.03268	-0.01218	0.02183	0.01508	-0.00591	0.00557	-0.00062	-0.01247
YOR135C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01249	-0.01295	-0.01865	-0.01734	0.00786	-0.00687	0.01142	-0.00543	0.01314	-0.01268	-0.03	-0.01658	-0.00318	-0.02916	0.03702	0.02201	0.03203	0.01523
YOR137C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01172	-0.00908	-0.03406	0.01962	-0.00994	0.03244	-0.0141	0.00814	-0.00277	0.00475	-0.01609	-0.00607	-0.00561	-0.00071	0.01371	0.01117	-0.007	-0.00936
YOR141C	ARP8	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00842	-0.00809	-0.00814	-0.00434	0.00526	-0.00676	-0.0084	-0.00344	-0.01606	0.00515	0.01443	-0.01117	0.00514	-0.00372	-0.00386	0.01127	0.00624	-0.02089
YOR145C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0102	-0.00925	-0.02148	0.00458	-0.01658	-0.00954	-0.00133	0.01055	-0.00269	-0.01245	-0.01141	-0.0005	-0.00084	-0.01988	-0.00239	-0.02152	0.00463	0.00085
YOR149C	SMP3	plasmid_maintenance_	molecular_function_unknown_	None	None	-0.00902	-0.00518	-0.0118	-0.0108	-0.00961	0.00645	-0.00965	0.01539	0.00412	0.01382	0.00161	0.02065	0.02533	-0.02182	0.00086	-0.03268	-0.00689	-0.01735
YOR151C	RPB2	transcription_from_Pol_II_promoter_	DNA-directed_RNA_polymerase_II_	None	None	-0.00799	-0.00841	0.00189	-0.00203	0.0022	0.0022	0.00504	-0.00632	0.00547	-0.01531	0.01915	-0.01069	-0.01654	0.00646	-0.00793	0.00048	0.00644	-0.00875
YOR153W	PDR5	biological_process_unknown_	transporter_	G2/M	None	-0.00162	-0.00427	-0.01209	0.00961	-0.02119	-0.01133	0.00724	-0.01565	0.0137	-0.00462	0.01029	-0.02404	-0.00132	0.01569	-0.00231	0.00197	-0.00928	-0.05005
YOR157C	PUP1	ubiquitin-dependent_protein_degradation_	multicatalytic_endopeptidase_	None	None	-0.00767	-0.00449	-0.01609	-0.0102	0.01004	-0.00147	-0.00296	-0.0017	0.00917	-0.00324	-0.00912	-0.00427	-0.00252	-0.00149	0.00216	0.01081	0.00114	-0.01791
YOR159C	SME1	mRNA_splicing_	molecular_function_unknown_	None	None	-0.0078	-0.00512	-0.01539	-0.00592	-0.00654	0.00131	-0.00523	0.00329	-0.00097	-0.00622	0.00539	0.01267	0.01341	-0.00009	-0.00436	0.00291	0.00451	-0.01854
YOR163W	DDP1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00927	-0.00506	-0.01247	-0.0079	-0.00399	0.00774	-0.00729	0.01408	0.00002	-0.00822	0.00655	0.00371	0.0095	0.00929	0.001	0.00043	0.00409	-0.00504
YOR164C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00978	-0.00764	-0.01662	-0.00246	0.00069	0.00497	-0.00532	0.00386	0.00713	-0.0066	0.00604	-0.00508	0.00639	0.00647	-0.00732	0.00869	0.01754	-0.00381
YOR165W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00929	-0.00952	-0.01156	-0.00718	-0.01578	-0.00029	0.00096	0.00312	0.00511	0.00219	0.00872	-0.0114	0.01133	-0.00455	-0.0008	0.00496	0.0075	-0.00814
YOR167C	RPS28A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01221	-0.00627	-0.01998	-0.01599	0.00289	0.00623	0.01373	0.0211	0.01409	-0.02058	-0.01074	0.01294	-0.00013	-0.00005	-0.00618	0.00738	-0.00931	0.00045
YOR168W	GLN4	biological_process_unknown_	glutamine--tRNA_ligase_	None	None	-0.01468	-0.01334	0.00786	0.0065	0.01186	-0.01201	0.00128	-0.00743	-0.00421	-0.00866	0.00179	-0.00209	-0.00508	0.00686	-0.00232	-0.00363	0.00828	0.01118
YOR169C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01249	-0.00678	-0.00271	-0.00231	0.00389	-0.00897	0.00346	0.01268	-0.00407	-0.01581	0.00436	0.00447	-0.0036	-0.00244	-0.00362	-0.00748	0.00365	-0.00327
YOR170W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01344	-0.01711	-0.00508	0.01842	0.00207	-0.013	-0.00491	-0.00216	0.01687	-0.01121	-0.01172	-0.0049	0.00604	-0.00756	-0.00349	-0.01017	0.01442	0.01473
YOR171C	LCB4	sphingolipid_metabolism_	molecular_function_unknown_	None	None	-0.00684	-0.00854	-0.01541	0.00686	-0.00993	-0.0031	-0.00521	0.01335	-0.00287	-0.01521	-0.01047	-0.01471	-0.01284	-0.012	-0.00182	-0.00073	0.00841	-0.01189
YOR175C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0046	-0.00388	-0.00064	-0.00695	0.00239	0.00596	0.00201	-0.00068	-0.00211	-0.01009	0.00794	-0.00508	0.00524	-0.00357	0.00303	-0.00764	-0.01044	-0.01017
YOR176W	HEM15	biological_process_unknown_	ferrochelatase_	G1	None	-0.00961	-0.0118	0.00597	0.00008	-0.01111	0.01785	-0.00914	0.00337	0.01548	-0.019	-0.01058	0.00146	0.01124	-0.01706	-0.00423	-0.00083	-0.00339	0.01749
YOR181W	LAS17	cytokinesis*_	cytoskeletal_protein_binding_protein_	None	None	-0.00836	-0.01167	-0.00984	0.00511	-0.01275	0.01083	-0.00351	-0.00115	0.00797	0.00852	-0.00246	-0.01161	0.00409	-0.0052	-0.00693	0.00824	0.00017	-0.00767
YOR184W	SER1	biological_process_unknown_	phosphoserine_aminotransferase_	None	None	-0.01115	-0.00945	-0.01148	-0.00938	0.01547	0.00518	-0.01003	-0.00181	0.02044	0.01335	0.00225	0.01298	-0.00674	0.0081	-0.01238	0.00414	0.00711	-0.01732
YOR185C	GSP2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01005	-0.00857	-0.01826	-0.01069	-0.00842	0.01462	0.00765	0.0147	0.01857	-0.00518	-0.00403	0.00971	0.02335	-0.00312	0.00297	0.00463	0.00499	-0.00201
YOR187W	TUF1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00978	-0.00946	-0.00867	-0.01504	-0.02136	0.01022	0.00575	0.01756	0.02802	-0.00039	-0.00216	-0.00667	0.02377	-0.02122	0.00654	0.00349	0.00753	0.00732
YOR189W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00932	-0.01051	-0.01244	-0.00145	-0.02353	0.00234	-0.00077	0.01773	0.00862	0.00994	0.00934	-0.00667	0.02357	-0.0184	-0.00247	0.00137	0.00744	-0.00587
YOR190W	SPR1	biological_process_unknown_	"glucan_1,3-beta-glucosidase_"	None	None	-0.00871	-0.01603	-0.00007	0.01424	-0.01409	0.00393	-0.00055	-0.00353	-0.0089	0.01252	0.00998	-0.0013	0.02806	-0.05075	-0.0053	-0.01148	-0.01847	-0.00385
YOR193W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00922	-0.00066	-0.00922	0.00233	0.00283	0.01377	-0.00722	0.0044	0.01005	-0.01888	-0.0218	0.00789	-0.00725	-0.00644	-0.01001	-0.01045	-0.00985	-0.01407
YOR194C	TOA1	transcription_initiation_from_Pol_II_promoter_	general_RNA_polymerase_II_transcription_factor_	None	None	-0.01029	-0.01389	-0.00166	0.01773	-0.00376	-0.00472	-0.01224	0.00485	0.0192	-0.01511	-0.00903	-0.00815	0.00571	-0.01568	-0.02575	-0.00439	0.00107	-0.00037
YOR195W	SLK19	meiosis*_	molecular_function_unknown_	G1	None	-0.0057	-0.0057	0.01368	-0.01056	-0.01729	0.00252	-0.0091	-0.00311	0.01589	-0.02686	-0.01433	-0.03259	0.00949	-0.02597	0.00333	0.00279	0.00018	-0.00182
YOR198C	BFR1	cytokinesis*_	molecular_function_unknown_	None	None	-0.01115	-0.02339	-0.0005	0.03104	-0.00962	0.02255	-0.00033	0.0057	0.0138	-0.01841	-0.00844	-0.02387	-0.00024	-0.00782	-0.00051	0.00598	0.01749	0.02645
YOR199W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00848	-0.01132	-0.00803	0.00751	-0.01424	0.00669	-0.0004	0.00878	0.00239	-0.00886	-0.01718	-0.0154	0.01153	-0.01622	0.00593	0.00041	-0.00464	0.001
YOR202W	HIS3	histidine_biosynthesis_	imidazoleglycerol-phosphate_dehydratase_	None	None	-0.00848	-0.00848	-0.0119	0.00065	0.00894	0.0203	-0.01914	-0.00195	0.00293	0.01716	-0.0107	0.01045	0.01783	0.02388	0.01175	-0.00826	-0.00264	-0.01827
YOR203W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00677	-0.01122	-0.01213	-0.00109	-0.01462	0.02749	0.00184	0.018	0.00285	0.01251	0.00098	0.00174	0.01161	0.00115	0.00615	0.00902	0.0004	-0.00155
YOR204W	DED1	RNA_processing_	molecular_function_unknown_	None	None	-0.00977	-0.00432	-0.0007	-0.00632	0.00832	-0.01063	-0.0051	-0.01968	-0.00829	-0.01752	-0.00247	-0.00456	0.00395	0.00595	0.01601	-0.01517	-0.00604	-0.01076
YOR205C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00626	-0.0032	-0.01947	-0.01395	0.00009	-0.00006	-0.00567	-0.01574	-0.0195	-0.00576	-0.02026	-0.0079	-0.00229	-0.00396	0.00817	0.01423	-0.00896	-0.02035
YOR206W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01082	-0.00602	-0.00959	0.00514	-0.0088	-0.01976	-0.00863	0.00096	-0.00167	-0.0232	-0.01072	0.00233	0.01633	-0.00494	0.01175	-0.00711	0.00674	-0.00477
YOR207C	RET1	transcription_from_Pol_III_promoter_	DNA-directed_RNA_polymerase_III_	None	None	-0.01277	-0.00803	-0.00666	-0.00657	-0.00894	-0.0129	0.01256	-0.00642	0.00157	0.00069	0.00897	-0.0099	0.00686	-0.01832	-0.012	0.01332	0.013	-0.00038
YOR208W	PTP2	signal_transduction_of_mating_signal_(sensu_Saccharomyces)*_	protein_tyrosine_phosphatase_	None	None	-0.01154	-0.00469	-0.01026	0.00294	-0.00808	0.00487	-0.01511	-0.00366	0.00567	-0.01918	0.00267	-0.00732	0.01701	0.01136	0.0117	0.01118	-0.00043	-0.00931
YOR209C	NPT1	biological_process_unknown_	nicotinate_phosphoribosyltransferase_	None	None	-0.01203	-0.0044	-0.00172	-0.01455	0.00364	0.00196	0.00898	0.00439	0.00896	-0.00362	0.00939	-0.00105	0.01561	-0.01108	0.00015	-0.00306	0.00434	0.00172
YOR210W	RPB10	transcription_from_Pol_II_promoter*_	DNA-directed_RNA_polymerase_III*_	None	None	-0.00824	-0.00533	0.01364	0.01114	0.00456	-0.00309	-0.00716	-0.00274	0.01517	-0.03967	-0.00049	0.01032	0.0158	0.02161	0.02461	-0.01302	0.01615	-0.0013
YOR212W	STE4	signal_transduction_of_mating_signal_(sensu_Saccharomyces)_	"heterotrimeric_G-protein_GTPase,_beta_subunit_"	None	None	-0.01468	-0.00909	-0.01568	-0.00267	-0.00346	-0.00037	0.00247	0.00589	-0.00584	0.00664	0.01127	0.00434	-0.00742	-0.00767	-0.03577	-0.01558	0.00416	0.00864
YOR213C	SAS5	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01184	-0.00692	-0.00503	-0.00326	-0.01413	-0.00311	-0.00374	0.00476	0.00582	-0.01015	0.01033	0.01006	0.02395	-0.00352	0.00439	0.00884	0.00546	-0.00138
YOR217W	RFC1	leading_strand_elongation*_	adenosinetriphosphatase*_	None	None	-0.00753	-0.00749	-0.00452	-0.00602	-0.0037	-0.00572	0.01133	0.00099	-0.00348	-0.00133	-0.00192	-0.01077	-0.00715	-0.00521	-0.00478	0.0194	0.00011	-0.01372
YOR218C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01282	-0.01747	-0.0038	0.01806	-0.01117	-0.00377	-0.01154	-0.00006	-0.00074	-0.00668	0.00081	-0.0128	0.00521	-0.01107	-0.00607	0.00707	0.0122	0.01179
YOR219C	STE13	mating_(sensu_Saccharomyces)_	molecular_function_unknown_	None	None	-0.0115	-0.01318	-0.00211	0.00608	-0.02695	0.01725	0.0094	0.01083	0.00513	-0.00829	-0.01698	-0.02337	0.0082	-0.00782	-0.01203	0.01268	-0.00247	0.00783
YOR221C	MCT1	fatty_acid_metabolism_	molecular_function_unknown_	None	None	-0.01679	-0.01202	-0.00628	-0.0094	-0.02261	0.00017	0.01188	0.00211	0.01988	0.02599	0.0072	0.01758	0.01269	0.02102	-0.02564	-0.03737	0.0003	0.00995
YOR224C	RPB8	transcription_from_Pol_II_promoter*_	DNA-directed_RNA_polymerase_III*_	None	None	-0.01102	-0.0067	-0.00926	0.00151	0.00739	-0.001	-0.00163	0.00873	0.00946	-0.02213	0.01065	0.01096	-0.01007	0.00523	0.01031	0.00226	0.00391	0.00498
YOR226C	ISU2	iron_homeostasis_	molecular_function_unknown_	None	None	-0.01351	-0.01046	0.01415	0.0022	0.00132	-0.00403	-0.00528	-0.00557	0.01143	-0.03917	-0.00028	-0.00608	0.00564	0.03978	0.02434	0.00671	0.01622	0.01423
YOR227W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00724	-0.0074	0.00218	-0.01036	-0.01339	0.00599	-0.00391	0.00404	0.02287	0.00662	0.02354	-0.00337	0.02718	0.00667	-0.01524	0.01639	0.0158	-0.01638
YOR229W	WTM2	transcription_	molecular_function_unknown_	G2/M	None	-0.01099	-0.00721	-0.01492	0.00875	0.00019	-0.00279	0.00532	0.0212	-0.00626	-0.00434	0.0071	0.0104	0.0135	0.00991	-0.0033	0.00299	0.01138	-0.0036
YOR230W	WTM1	meiosis_	transcription_factor_	M/G1	None	-0.00669	-0.0057	-0.00021	-0.00394	0.013	0.01388	-0.0038	0.00445	-0.00134	-0.00435	-0.00023	0.00389	0.00411	0.0071	-0.00467	0.0018	-0.01002	0.00016
YOR231W	MKK1	protein_phosphorylation*_	MAP_kinase_kinase_	None	None	-0.01157	-0.0075	-0.01941	-0.01221	-0.02226	0.00576	0.00372	0.01516	0.02611	0.00395	0.00527	-0.00038	0.01932	-0.00585	-0.01242	0.00517	0.0118	-0.00014
YOR232W	MGE1	mitochondrial_translocation_	chaperone_	None	None	-0.01196	-0.01098	-0.01247	-0.00274	-0.00708	0.00917	-0.00901	0.01328	0.00048	-0.0049	0.001	0.00267	0.00306	0.00761	0.01187	0.00853	0.00207	0.00666
YOR234C	RPL33B	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01442	-0.01227	-0.01271	-0.00007	0.00169	0.0065	-0.00614	0.00618	0.0037	-0.01853	-0.00748	0.01008	0.00896	0.03143	0.00646	0.00251	-0.00302	0.01382
YOR236W	DFR1	biological_process_unknown_	dihydrofolate_reductase_	None	None	-0.00956	-0.00581	-0.00489	-0.00171	-0.00124	0.0007	-0.01025	0.00149	-0.01606	-0.01229	0.01684	0.00698	0.01333	0.00677	0.01612	0.00037	0.00729	-0.00631
YOR239W	ABP140	actin_cytoskeleton_organization_and_biogenesis_	actin_cross-linking_	None	None	-0.00739	-0.00139	-0.01568	-0.01549	-0.00474	0.00199	0.01323	-0.00377	0.0121	-0.00228	-0.00347	-0.00022	-0.01831	0.00028	-0.00624	-0.00508	0.01003	-0.01725
YOR241W	MET7	biological_process_unknown_	folylpolyglutamate_synthase_	None	None	-0.00087	-0.01486	-0.00684	0.01971	0.02113	0.04179	0.03247	-0.00612	0.02356	-0.01951	0.00981	-0.01658	-0.01289	-0.00113	-0.00079	0.00258	0.01147	-0.00323
YOR243C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00189	-0.01133	-0.00338	0.0171	0.03334	0.02894	0.02929	0.00606	-0.00069	-0.02055	0.01008	-0.0083	-0.01482	-0.0112	-0.00001	0.00209	0.01458	-0.00634
YOR245C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00742	-0.00328	0.00584	-0.00868	-0.00952	0.0041	-0.00432	0.01087	0.01018	-0.01229	-0.00933	-0.00463	-0.01795	-0.00132	0.00022	0.02048	-0.01196	-0.01297
YOR246C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00563	-0.0062	-0.01075	-0.00649	-0.00558	-0.00166	-0.00185	-0.00316	0.00814	-0.01914	0.00669	-0.00475	0.00023	-0.01348	0.01139	-0.01461	-0.00614	-0.01268
YOR247W	SRL1	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.00133	-0.00055	0.00096	-0.04861	0.00236	0.01417	0.02622	-0.03258	0.0459	-0.03624	0.01138	-0.00387	0.0016	0.01178	-0.001	-0.02144	-0.01174	-0.00879
YOR248W	TOS11	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.00353	-0.00059	-0.00401	-0.03923	0.00118	0.01471	0.00646	-0.01286	0.03232	-0.04227	0.00999	0.00024	0.00239	0.00687	0.01225	-0.01514	-0.0185	-0.00365
YOR250C	CLP1	biological_process_unknown_	molecular_function_unknown_	S	None	-0.01012	-0.00663	-0.00901	-0.00528	0.00446	0.00669	-0.00878	0.00844	-0.01121	-0.00933	0.00868	0.01668	0.02046	0.02278	0.014	0.00136	0.00743	-0.00232
YOR251C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0094	-0.00696	-0.0099	-0.0116	-0.00775	-0.00301	0.00401	0.0169	0.02544	-0.00572	0.02297	0.01053	0.01504	-0.01423	-0.00378	0.0061	0.00917	-0.00441
YOR252W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01124	-0.00586	-0.01626	-0.00248	-0.01021	-0.00424	-0.00675	0.01589	-0.01012	-0.0163	-0.00345	0.01051	0.01193	0.00181	0.00058	0.00736	0.00969	0.00089
YOR253W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00922	-0.00247	-0.00627	-0.01162	-0.00648	-0.00097	-0.00269	0.01452	0.02291	-0.01357	0.00512	0.00949	0.01744	0.00179	0.00597	0.00384	0.00624	-0.00579
YOR254C	SEC63	"SRP-dependent,_co-translational_membrane_targeting,_translocation*_"	signal_recognition_particle_receptor_	None	None	-0.00923	-0.00483	-0.00713	-0.01125	0.01609	0.0013	-0.00292	-0.01158	0.00132	-0.00133	0.00656	0.01271	0.00983	-0.00693	-0.00213	0.00261	0.01115	-0.0067
YOR256C	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.01156	-0.00767	-0.00631	-0.00127	0.01424	0.00059	-0.01338	-0.00162	-0.00909	0.00385	-0.00477	0.01981	0.01454	0.00046	-0.00593	-0.00997	0.01544	-0.00587
YOR259C	RPT4	ubiquitin-dependent_protein_degradation_	adenosinetriphosphatase*_	None	None	-0.00914	-0.00691	0.00203	-0.00242	-0.00129	-0.01182	-0.00133	0.01202	0.01455	0.00141	-0.00074	-0.00781	0.0138	-0.01014	0.00024	-0.00242	0.02265	-0.00491
YOR260W	GCD1	protein_synthesis_initiation_	translation_initiation_factor_	None	None	-0.01141	-0.00882	-0.0101	-0.00519	0.00609	-0.00197	-0.00381	0.00447	-0.01275	-0.00555	-0.00154	0.01618	0.008	-0.00618	0.00025	0.00435	0.00846	-0.00159
YOR261C	RPN8	ubiquitin-dependent_protein_degradation_	multicatalytic_endopeptidase_	None	None	-0.01015	-0.0063	-0.00324	-0.00221	-0.00664	-0.01097	0.00282	0.02338	0.01854	-0.00463	0.00121	0.00844	0.00771	-0.01239	-0.0098	0.01143	0.01884	-0.00327
YOR267C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01097	-0.00921	0.00417	0.00006	-0.00348	0.01085	0.0227	0.00553	-0.0071	0.00994	-0.01381	-0.01171	-0.00135	0.00122	-0.01344	-0.00323	0.00089	0.00675
YOR270C	VPH1	vacuolar_acidification*_	hydrogen-transporting_two-sector_ATPase_	G1	None	-0.00756	-0.00321	-0.00223	0.00664	0.01238	-0.00843	-0.00531	-0.00546	0.00797	-0.02848	-0.00097	-0.00238	0.00441	0.00072	0.01031	-0.00814	-0.0003	-0.01574
