						y744n40	y744n98	y744n41	y744n101	y744n88	y744n102	y744n89	y744n32	y744n90	y744n51	y744n96	y744n73	y744n97	y744n52	y744n100	y744n94	y744n103	y744n72
YKL088W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.714	0.445	0.413	0.71	0.716	0.699	0.674	0.754	0.814	1.093	0.907	1.051	0.795	1.164	0.928	0.837	0.913	0.702
YKL089W	MIF2	mitosis_	molecular_function_unknown_	G1	None	0.48	0.526	0.557	0.899	0.563	0.926	0.626	0.582	0.49	1.004	0.617	Null	0.759	1.269	0.6	0.672	0.79	0.603
YKL092C	BUD2	polar_budding*_	signal_transducer*_	None	None	0.71	0.459	0.482	0.619	0.693	0.64	0.645	0.606	0.582	0.772	0.677	0.958	0.818	1.037	0.87	0.694	0.697	0.626
YKL093W	MBR1	biological_process_unknown_	molecular_function_unknown_	None	None	0.816	0.687	Null	0.74	Null	0.944	0.687	0.71	0.58	0.922	0.548	1.035	0.719	1.268	0.593	0.553	0.884	0.678
YKL094W	YJU3	biological_process_unknown_	molecular_function_unknown_	None	None	0.781	0.637	0.495	0.6	0.662	0.764	0.743	0.758	0.665	0.782	0.646	0.878	0.817	0.932	0.823	0.671	0.793	0.617
YKL096W	CWP1	biological_process_unknown_	molecular_function_unknown_	S/G2	S/G2	0.443	0.971	0.915	0.751	0.896	1.672	2.602	1.514	0.681	1.111	0.19	0.239	0.53	1.189	1.848	1.148	2.193	0.773
YKL096W-A	CWP2	biological_process_unknown_	molecular_function_unknown_	S/G2	S/G2	0.708	0.407	0.468	0.522	0.804	0.591	1.061	0.698	0.675	0.729	0.466	0.566	0.861	1.172	1.593	0.729	1.735	0.809
YKL098W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.767	0.642	0.64	0.644	Null	0.77	0.727	0.667	0.532	Null	0.522	0.881	0.736	0.941	0.731	0.598	0.957	0.566
YKL099C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.738	0.249	0.324	0.496	0.749	0.687	0.74	0.731	0.606	0.814	0.49	0.662	0.808	0.983	0.768	0.562	1.017	0.638
YKL100C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.708	0.725	0.643	0.624	0.639	0.595	0.661	0.477	0.414	0.619	0.432	0.727	0.608	0.818	0.671	0.426	0.877	0.504
YKL101W	HSL1	protein_phosphorylation*_	protein_kinase_	G1	G1	0.608	0.396	0.465	0.886	1.175	0.698	0.697	0.583	0.366	0.581	0.519	1.266	1.096	1.249	0.801	0.534	0.805	0.54
YKL103C	LAP4	vacuolar_protein_degradation_	vacuolar_aminopeptidase_I_	G1	None	0.932	0.477	0.722	0.697	0.703	0.628	0.58	0.461	0.352	0.511	0.554	0.908	0.844	0.995	0.944	0.578	0.956	0.499
YKL104C	GFA1	biological_process_unknown_	glucosamine--fructose-6-phosphate_aminotransferase_(isomerizing)_	M/G1	None	2.48	1.526	1.449	1.087	0.883	0.726	0.762	0.897	0.776	1.328	0.817	1.434	0.813	1.084	0.757	0.678	1.349	0.913
YKL105C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.8	Null	0.564	0.598	0.744	0.664	0.699	0.648	0.53	0.888	0.604	0.845	0.695	Null	0.895	0.58	0.998	Null
YKL106W	AAT1	aspartate_catabolism_	aspartate_aminotransferase_	None	None	0.662	0.495	0.369	0.625	0.57	0.831	0.615	0.587	0.636	1.069	0.647	1.014	0.783	1.137	0.674	0.558	0.768	0.775
YKL107W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.248	0.885	0.733	1.195	0.901	1.192	0.676	1.071	0.773	1.037	0.812	1.264	0.911	1.338	0.968	0.912	1.111	0.768
YKL110C	KTI12	biological_process_unknown_	molecular_function_unknown_	None	None	0.717	0.395	0.293	0.472	0.493	0.646	0.543	0.531	0.586	0.967	0.495	0.728	0.713	0.932	0.634	0.619	0.676	0.662
YKL111C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.488	0.471	0.58	0.799	0.788	0.982	0.666	0.864	0.628	0.799	0.63	0.909	0.807	1.33	0.869	0.8	0.967	0.702
YKL112W	ABF1	transcription_	molecular_function_unknown_	None	None	0.317	0.421	0.51	0.891	0.663	1.12	0.67	0.817	0.502	1.015	0.481	1.021	0.73	1.321	0.761	0.771	1.029	0.862
YKL114C	APN1	biological_process_unknown_	DNA-(apurinic_or_apyrimidinic_site)_lyase_	None	None	0.764	0.613	0.625	0.885	0.623	1.079	0.731	0.885	0.682	1.305	0.781	1.248	0.834	1.283	0.789	0.621	1.015	0.789
YKL115C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.805	Null	0.627	0.791	Null	0.887	0.601	0.745	0.586	0.864	0.701	0.872	0.834	1.181	0.666	0.677	0.795	Null
YKL116C	PRR1	biological_process_unknown_	molecular_function_unknown_	M/G1	None	0.489	0.478	Null	0.517	0.451	0.544	0.454	0.419	0.44	1.404	0.958	1.238	0.726	Null	0.396	0.511	0.518	0.684
YKL117W	SBA1	protein_folding_	molecular_function_unknown_	None	None	0.972	0.859	0.763	1.093	0.819	1.175	0.821	1.115	0.9	1.124	0.919	1.168	0.914	1.352	1.005	0.809	1.079	0.788
YKL118W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.751	0.726	0.665	0.654	0.834	0.889	0.719	0.929	0.619	Null	0.519	0.877	0.566	Null	0.639	0.612	1.09	0.993
YKL119C	VPH2	vacuolar_acidification*_	molecular_function_unknown_	None	None	0.829	0.651	0.664	0.937	0.796	0.969	0.824	0.971	0.593	0.746	0.623	0.899	0.821	1.124	0.804	0.532	Null	0.723
YKL120W	OAC1	sulfate_transport*_	oxaloacetate_carrier*_	None	None	0.896	0.593	0.471	0.357	Null	0.64	0.763	0.526	0.578	Null	0.517	0.693	0.669	1.071	0.699	0.511	0.988	0.575
YKL121W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.758	Null	0.57	0.616	0.744	0.676	0.684	0.564	0.515	0.66	0.609	0.831	0.766	Null	0.844	0.567	0.892	0.577
YKL122C	SRP21	biological_process_unknown_	molecular_function_unknown_	None	None	0.701	0.619	0.517	0.543	0.652	0.923	0.777	0.794	0.58	0.883	0.54	0.772	0.752	1.094	0.847	0.536	1.265	0.565
YKL123W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.784	0.93	0.736	0.744	0.762	0.912	0.78	0.926	0.561	0.827	0.619	0.923	0.779	1.048	0.787	0.617	Null	0.655
YKL124W	SSH4	biological_process_unknown_	molecular_function_unknown_	None	None	0.749	0.839	0.646	0.47	Null	0.825	0.704	Null	0.605	Null	0.556	0.863	0.695	1.094	0.678	0.541	0.954	0.655
YKL125W	RRN3	transcription_from_Pol_I_promoter_	RNA_polymerase_I_transcription_factor_	None	None	0.894	0.618	0.546	1.063	0.948	1.059	0.923	1.09	0.692	1.088	0.635	0.947	0.825	1.131	0.901	0.689	1.266	0.775
YKL126W	YPK1	biological_process_unknown_	protein_kinase_	None	None	0.711	0.61	0.754	0.887	0.831	0.786	0.864	0.71	0.601	0.823	0.578	0.819	0.684	1.279	0.995	0.639	1.362	0.589
YKL127W	PGM1	glycogen_metabolism*_	phosphoglucomutase_	G1	None	1.722	1.014	1.145	1.28	1.362	1.128	1.2	1.056	0.634	0.821	0.614	0.995	0.968	1.245	1.231	0.729	1.157	0.647
YKL128C	PMU1	biological_process_unknown_	molecular_function_unknown_	None	None	3.205	0.678	0.415	0.35	0.648	0.748	0.81	0.751	0.701	1.178	0.794	1.115	0.948	1.305	0.926	0.649	1.271	0.745
YKL129C	MYO3	cell_wall_organization_and_biogenesis*_	microfilament_motor_	None	None	0.883	0.541	0.664	0.749	0.816	0.734	0.844	0.738	0.602	0.818	0.713	0.953	0.723	0.986	0.845	0.637	1.015	0.678
YKL130C	SHE2	biological_process_unknown_	molecular_function_unknown_	G2/M	None	0.57	0.383	Null	0.366	Null	0.747	0.767	0.622	0.76	1.202	0.513	Null	0.676	0.973	0.63	0.621	0.846	0.757
YKL131W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.897	0.583	0.562	0.781	0.689	0.788	0.74	0.822	0.733	0.849	0.778	0.882	0.865	1.24	0.862	0.788	0.841	0.739
YKL135C	APL2	biological_process_unknown_	molecular_function_unknown_	None	None	0.807	Null	0.451	0.605	0.657	0.628	0.586	0.709	0.612	0.757	0.717	0.878	0.695	1.254	0.845	0.94	0.787	0.713
YKL136W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.86	0.485	0.445	0.477	0.668	0.688	0.962	0.549	0.576	0.676	0.564	0.794	0.693	0.82	0.844	0.55	0.691	0.626
YKL137W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.866	0.764	0.671	0.929	0.621	1.06	0.679	0.922	0.682	0.767	0.69	0.891	0.83	1.264	0.81	0.732	0.934	0.653
YKL138C	MRPL31	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.755	0.687	0.61	0.963	0.614	1.066	0.84	1.012	0.756	1.412	0.674	Null	0.755	1.145	0.603	0.643	1.028	0.721
YKL140W	TGL1	lipid_metabolism_	molecular_function_unknown_	None	None	0.635	0.629	0.539	0.701	0.763	0.761	0.663	0.593	0.582	1.189	0.609	1.058	0.806	1.172	0.728	0.699	0.74	0.679
YKL141W	SDH3	tricarboxylic_acid_cycle*_	succinate_dehydrogenase_	None	None	0.875	0.675	0.79	0.864	0.707	0.653	0.698	0.676	0.694	0.674	0.658	0.706	0.762	0.96	0.753	0.589	0.657	0.544
YKL142W	MRP8	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.916	0.988	0.865	0.494	0.595	0.646	0.652	0.595	0.543	0.82	0.59	0.738	0.672	0.713	0.732	0.426	1.011	0.485
YKL143W	LTV1	stress_response_	molecular_function_unknown_	None	None	0.989	0.259	0.309	0.52	0.705	0.722	0.84	0.847	0.747	0.987	0.675	0.983	0.815	1.131	0.744	0.613	1.129	0.767
YKL144C	RPC25	transcription_from_Pol_III_promoter_	DNA-directed_RNA_polymerase_III_	None	None	0.685	0.351	0.458	Null	0.702	0.572	0.772	0.629	0.689	0.738	0.616	0.806	0.746	1.035	0.757	0.488	1.049	2.638
YKL145W	RPT1	ubiquitin-dependent_protein_degradation_	adenosinetriphosphatase*_	None	None	0.899	0.695	0.654	0.742	0.828	0.827	0.917	0.786	0.75	1.029	0.74	1.057	0.787	1.008	0.829	0.651	1.069	0.645
YKL146W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.585	0.459	0.558	Null	0.779	0.541	0.743	0.601	0.625	0.838	0.615	0.966	0.686	0.994	0.64	0.559	0.928	0.625
YKL147C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.784	0.493	0.608	0.725	0.798	Null	0.822	0.772	0.662	0.846	0.631	0.928	0.746	0.992	0.79	0.656	1.063	0.803
YKL148C	SDH1	tricarboxylic_acid_cycle*_	succinate_dehydrogenase_	None	None	0.694	0.79	1.05	Null	0.713	0.576	0.599	0.439	0.417	0.703	0.502	0.778	0.629	0.776	0.628	0.477	0.514	0.523
YKL150W	MCR1	biological_process_unknown_	cytochrome_b5_reductase_	None	None	0.811	1.08	0.99	0.333	0.712	0.814	0.747	0.718	0.587	0.979	0.661	0.882	0.756	0.988	0.876	0.523	0.325	0.606
YKL151C	None	biological_process_unknown_	molecular_function_unknown_	M/G1	None	0.832	0.654	0.834	0.934	Null	0.566	0.703	0.503	0.567	0.671	0.54	0.726	0.645	0.84	0.694	0.529	1.245	0.484
YKL152C	GPM1	glycolysis*_	phosphoglycerate_mutase_	None	None	1.229	0.766	0.933	0.555	1.022	0.802	1.102	0.715	0.801	1.17	0.745	0.969	0.883	1.218	1.025	0.631	1.018	0.73
YKL153W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.403	0.926	1.004	1.231	1.216	1	1.13	1.077	0.883	1.207	0.915	1.011	0.975	1.439	1.395	0.857	1.502	0.773
YKL154W	SRP102	biological_process_unknown_	molecular_function_unknown_	None	None	0.525	0.493	0.3	0.641	0.564	0.836	0.718	0.634	0.59	1.143	0.531	0.698	0.782	1.202	0.64	0.574	0.767	0.6
YKL156W	RPS27A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.633	0.532	0.365	0.6	0.454	0.788	0.59	0.743	0.61	1.202	0.524	0.714	0.807	1.027	0.752	0.553	1.018	0.655
YKL157W	APE2	peptide_metabolism_	leucyl_aminopeptidase_	None	None	1.024	0.705	0.779	0.973	0.796	0.896	0.684	0.736	0.74	0.839	0.815	1.17	0.759	1.307	0.91	0.826	0.739	0.669
YKL159C	RCN1	biological_process_unknown_	molecular_function_unknown_	None	None	0.929	0.562	0.55	0.659	0.708	0.721	0.703	0.567	0.698	0.744	0.672	0.899	0.704	1.173	0.803	0.664	0.787	Null
YKL160W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.764	0.658	0.547	0.681	0.611	0.935	0.806	0.853	0.843	1.529	0.786	1.055	0.822	1.114	0.9	0.71	1.007	0.805
YKL162C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.548	0.769	Null	0.314	0.185	1.16	0.597	0.504	0.545	Null	1.228	0.781	0.729	Null	0.459	0.423	0.94	0.731
YKL163W	PIR3	cell_wall_organization_and_biogenesis_	cell_wall_structural_protein_	M/G1	None	0.627	1.084	0.697	0.498	0.297	0.173	0.162	0.184	0.301	1.395	2.222	1.941	1.044	0.963	0.581	0.32	0.389	0.552
YKL164C	PIR1	cell_wall_organization_and_biogenesis_	cell_wall_structural_protein_	M/G1	None	0.317	0.662	0.34	0.294	0.123	0.195	0.087	0.146	0.182	1.712	2.197	2.159	1.144	0.784	0.513	0.275	0.544	0.564
YKL165C	MCD4	biological_process_unknown_	molecular_function_unknown_	G1	None	0.57	0.366	0.642	0.993	0.672	0.932	0.695	0.528	0.487	0.669	0.911	1.024	0.961	1.348	0.991	0.666	0.571	Null
YKL166C	TPK3	protein_phosphorylation*_	protein_serine/threonine_kinase*_	None	None	0.849	Null	0.542	0.43	1.051	0.614	1.183	0.728	0.67	Null	0.586	0.789	0.686	0.953	Null	0.495	0.581	0.792
YKL167C	MRP49	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.917	0.662	0.63	0.792	0.898	0.892	0.975	0.881	0.655	0.904	0.624	0.792	0.77	1.011	0.829	0.568	1.284	0.558
YKL168C	KKQ8	biological_process_unknown_	protein_kinase_	None	None	0.656	0.568	0.595	0.395	0.577	0.529	0.587	0.53	0.505	Null	0.582	0.907	0.736	0.822	0.561	0.507	0.918	0.699
YKL169C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.921	0.728	0.734	0.789	0.85	0.92	0.776	0.817	0.576	0.971	0.618	0.81	0.743	0.985	0.808	0.564	1.22	0.559
YKL170W	MRPL38	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.909	0.64	0.673	0.827	0.603	0.801	0.701	0.838	0.582	Null	0.605	0.878	0.731	0.846	0.731	0.511	1.145	0.641
YKL172W	EBP2	rRNA_processing_	molecular_function_unknown_	G2/M	None	0.823	0.262	0.318	0.579	0.647	0.773	0.826	0.942	0.728	1.026	0.604	1.009	0.799	1.21	0.744	0.688	0.881	0.941
YKL173W	SNU114	mRNA_splicing_	ATP_dependent_RNA_helicase*_	None	None	0.808	0.384	0.616	0.798	0.771	1.187	0.685	0.869	0.714	0.937	0.879	0.857	0.667	1.224	0.906	0.698	1.258	0.785
YKL174C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.876	0.419	0.477	0.549	0.738	0.609	0.81	0.621	0.679	0.89	0.58	0.817	0.777	0.982	0.704	0.551	1.126	1.624
YKL175W	ZRT3	zinc_ion_transport*_	zinc_ion_transporter_	None	None	0.972	0.454	0.62	0.621	1.021	1.148	1.073	0.787	0.837	1.021	0.819	0.9	0.882	1.253	1.101	0.683	1.179	0.673
YKL176C	LST4	biological_process_unknown_	molecular_function_unknown_	None	None	0.778	0.367	0.454	0.498	0.704	0.55	0.73	0.651	0.573	0.973	0.557	0.88	0.761	0.991	0.714	0.643	1.133	0.655
YKL179C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.847	0.793	0.583	0.813	Null	0.883	0.613	0.799	0.714	0.967	0.944	1.033	0.697	1.397	1.021	0.938	0.845	Null
YKL180W	RPL17A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.871	0.614	0.538	0.809	0.733	0.833	0.713	0.784	0.793	1.191	0.818	1.04	0.979	1.365	1.168	0.823	1.07	0.862
YKL181W	PRS1	histidine_biosynthesis*_	ribose-phosphate_pyrophosphokinase_	None	None	1.041	0.564	0.588	0.749	1.035	0.814	0.826	0.856	0.985	1.1	1.14	1.029	0.873	1.423	1.218	0.923	0.949	0.691
YKL182W	FAS1	fatty_acid_biosynthesis_	[acyl-carrier_protein]_S-acetyltransferase*_	M/G1	None	0.854	0.42	0.453	0.414	0.39	0.36	0.363	0.298	0.301	0.503	0.472	0.934	0.736	1.152	0.824	0.642	0.55	0.477
YKL183W	None	biological_process_unknown_	molecular_function_unknown_	S/G2	None	0.646	0.583	0.504	0.698	0.854	1.19	0.82	1.051	0.888	1.053	0.856	0.893	0.606	1.468	0.968	0.931	1.051	0.769
YKL184W	SPE1	biological_process_unknown_	ornithine_decarboxylase_	None	None	0.951	0.696	0.723	0.928	0.841	0.878	0.846	0.903	0.824	1.198	0.738	0.99	0.841	1.377	0.882	0.748	0.863	0.913
YKL185W	ASH1	pseudohyphal_growth*_	specific_transcriptional_repressor_	M/G1	M/G1	0.567	0.208	0.397	0.211	Null	0.184	Null	0.174	0.42	2.681	1.932	1.412	0.654	0.891	0.387	0.337	0.403	0.964
YKL186C	MTR2	biological_process_unknown_	molecular_function_unknown_	None	None	0.7	0.482	Null	0.509	0.695	0.693	0.703	0.68	0.664	1.005	0.661	0.925	0.718	0.906	0.47	0.488	0.823	0.687
YKL190W	CNB1	cell_wall_organization_and_biogenesis*_	calcium-dependent_protein_serine/threonine_phosphatase_	None	None	0.758	0.526	0.639	0.677	0.639	0.664	0.724	0.589	0.617	0.85	0.588	0.796	0.829	0.924	0.818	0.532	1.263	0.611
YKL191W	DPH2	biological_process_unknown_	molecular_function_unknown_	None	None	0.818	0.329	0.367	0.476	0.753	1.003	0.763	0.753	0.655	0.908	0.602	0.764	0.711	1.123	0.866	0.545	1.131	0.636
YKL192C	ACP1	fatty_acid_biosynthesis_	acyl_carrier_	None	None	0.78	0.499	0.639	0.708	0.789	Null	0.858	0.694	0.659	0.844	0.627	0.712	0.825	0.88	0.839	0.453	0.915	0.53
YKL193C	SDS22	biological_process_unknown_	molecular_function_unknown_	None	None	0.734	0.494	0.6	0.528	0.973	0.729	0.671	0.592	0.525	0.674	0.658	0.636	0.548	Null	0.806	0.542	0.851	Null
YKL194C	MST1	biological_process_unknown_	threonine--tRNA_ligase_	None	None	1	0.528	0.76	0.773	0.722	0.562	0.749	0.761	0.621	Null	0.62	0.943	0.831	0.869	0.596	0.522	1.014	0.764
YKL195W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.009	0.757	0.83	0.987	0.69	1	0.911	0.92	0.632	0.947	0.657	1.018	0.776	1.236	0.815	0.696	1.118	0.71
YKL196C	YKT6	non-selective_vesicle_fusion*_	v-SNARE_	None	None	0.872	0.525	0.647	0.773	0.676	0.823	0.942	0.991	0.831	1.042	0.673	0.851	0.882	0.925	0.969	0.58	0.687	0.719
YKL197C	PEX1	peroxisome_organization_and_biogenesis_	adenosinetriphosphatase_	None	None	0.793	0.536	0.69	0.719	0.879	0.723	0.826	0.796	0.663	Null	0.896	0.995	0.755	1.056	1.071	0.631	1.09	0.562
YKL198C	PTK1	polyamine_transport_	molecular_function_unknown_	None	None	0.676	0.425	0.542	0.775	0.664	0.545	0.68	0.582	0.473	0.86	0.477	0.909	0.617	0.935	0.579	0.466	1.087	0.535
YKL199C	YKT9	biological_process_unknown_	molecular_function_unknown_	None	None	0.813	0.434	0.785	0.839	0.815	0.86	0.763	0.63	0.591	Null	0.807	0.894	0.713	0.948	0.887	0.654	0.983	Null
YKL201C	MNN4	protein_glycosylation_	molecular_function_unknown_	None	None	0.687	0.63	0.819	Null	0.838	1.199	0.921	0.766	0.629	0.886	0.601	0.707	0.566	1.081	0.949	0.741	1.17	0.566
YKL202W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.619	0.572	0.829	0.657	0.573	0.77	0.803	0.738	0.624	0.77	0.566	0.739	0.598	1.023	0.755	0.638	0.955	0.745
YKL203C	TOR2	signal_transduction*_	phosphatidylinositol_3-kinase_	None	None	0.682	0.609	0.641	0.624	1.051	0.762	0.718	0.931	0.698	0.744	Null	0.803	0.712	1.091	1.067	0.83	0.692	Null
YKL204W	EAP1	"translational_regulation,_initiation_"	adenosinetriphosphatase_	None	None	0.636	0.617	0.357	0.467	0.533	0.655	0.671	0.682	0.614	Null	0.631	Null	0.684	Null	0.64	0.646	0.696	0.726
YKL205W	LOS1	tRNA_splicing_	molecular_function_unknown_	None	None	0.734	0.368	0.486	0.617	0.841	0.676	0.582	0.728	0.793	0.971	1.333	1.015	0.676	1.406	1.176	0.936	0.707	Null
YKL206C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.679	Null	0.427	0.504	0.388	0.646	0.672	0.601	0.585	0.639	0.514	0.771	0.629	0.95	0.495	0.505	0.794	0.612
YKL207W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.562	0.428	0.484	0.593	0.709	0.673	0.606	0.731	0.704	0.872	0.704	0.805	0.766	1.287	0.955	0.725	0.742	0.48
YKL209C	STE6	a-factor_export_	ATP-binding_cassette_(ABC)_transporter_	G2/M	None	0.997	0.526	0.501	0.407	0.676	0.338	0.265	0.431	0.595	1.013	1.48	0.92	0.521	0.857	0.72	0.6	0.594	Null
YKL210W	UBA1	ubiquitin_cycle_	ubiquitin_activating_enzyme_	None	None	0.629	0.469	0.413	0.6	0.584	0.588	0.661	0.659	0.674	0.845	0.625	1.032	0.664	1.091	0.748	0.752	0.584	0.708
YKL211C	TRP3	biological_process_unknown_	indole-3-glycerol-phosphate_synthase_	None	None	0.7	0.587	0.767	0.714	0.734	0.662	0.626	0.725	0.871	0.99	Null	0.922	0.826	1.276	1.14	0.78	0.7	0.534
YKL212W	SAC1	biological_process_unknown_	molecular_function_unknown_	None	None	0.932	0.645	0.624	0.866	0.698	0.871	0.691	0.668	0.643	0.82	0.614	0.975	0.783	1.17	0.827	0.612	0.723	0.637
YKL213C	DOA1	ubiquitin-dependent_protein_degradation_	molecular_function_unknown_	None	None	0.785	0.571	0.713	0.763	Null	0.771	0.501	0.79	0.711	0.898	Null	1.016	0.731	1.213	1.048	0.775	0.672	Null
YKL214C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.744	0.566	0.601	0.6	0.74	0.679	0.698	0.722	0.658	Null	0.617	0.779	0.801	0.796	0.755	0.49	1.101	0.57
YKL216W	URA1	biological_process_unknown_	dihydroorotate_oxidase_	None	None	1.021	0.494	0.424	0.597	0.779	0.711	0.858	0.749	0.695	1.056	0.685	0.878	0.892	1.107	0.868	0.587	1.147	0.7
YKL218C	SRY1	serine_metabolism_	molecular_function_unknown_	None	None	1.433	1.738	1.592	1.342	1.132	0.787	0.837	0.724	0.68	Null	0.965	1.089	0.916	Null	0.822	0.695	1.131	0.645
YKL219W	COS9	biological_process_unknown_	molecular_function_unknown_	None	None	0.955	0.652	1.109	0.977	1.276	1.247	1.036	0.831	0.729	0.993	0.909	0.894	0.897	1.326	1.259	0.705	1.317	0.573
YKL220C	FRE2	iron_homeostasis_	molecular_function_unknown_	None	None	0.9	Null	0.739	0.768	0.896	0.648	0.855	0.709	0.699	Null	1.197	0.84	1.077	1.145	1.568	0.854	1.187	0.726
YKL221W	None	biological_process_unknown_	molecular_function_unknown_	None	None	1.479	0.91	1.33	1.287	1.623	1.895	0.918	1.467	0.725	1.507	Null	1.165	0.831	Null	1.362	0.955	1.818	Null
YKL222C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.887	Null	0.598	0.548	0.701	0.601	0.673	0.606	0.594	Null	0.619	0.791	0.716	Null	0.658	0.501	1.152	0.649
YKL224C	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.821	0.635	0.658	0.66	0.782	0.593	0.7	0.539	0.535	0.721	0.566	0.801	0.805	0.947	0.804	0.456	1.042	0.446
YKR001C	VPS1	protein-vacuolar_targeting*_	GTPase_	None	None	0.519	0.62	0.53	0.825	0.992	0.851	0.792	0.71	0.771	1.196	1.148	0.976	0.794	1.378	1.168	0.92	0.844	0.642
YKR002W	PAP1	biological_process_unknown_	polynucleotide_adenylyltransferase_	None	None	0.938	1.425	0.672	1.108	0.774	0.988	0.728	0.806	0.768	0.967	0.822	1.105	0.842	1.239	0.916	0.869	0.832	0.832
YKR003W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.75	0.843	0.713	0.823	0.718	0.877	0.578	0.529	0.542	1.088	0.887	0.882	0.622	0.959	0.868	0.754	0.82	0.572
YKR004C	ECM9	biological_process_unknown_	molecular_function_unknown_	None	None	0.655	Null	Null	0.558	0.74	1.153	0.74	0.873	0.634	0.886	0.571	0.679	0.766	1.061	0.764	0.733	1.023	0.744
YKR006C	MRPL13	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	0.875	0.471	0.519	0.684	0.633	0.769	0.679	0.628	0.649	0.844	0.631	0.807	0.759	1.034	0.717	0.567	0.654	0.631
YKR007W	None	biological_process_unknown_	molecular_function_unknown_	None	None	0.547	0.661	0.479	0.81	Null	0.796	0.625	0.556	0.727	1.255	0.784	0.919	0.96	1.209	1.105	0.792	0.979	0.577
YKR008W	RSC4	chromatin_modeling_	molecular_function_unknown_	None	None	0.671	0.579	0.39	0.576	0.681	0.736	0.708	0.724	0.625	0.941	0.683	0.799	0.763	1.141	0.92	0.765	0.771	0.755
